TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20240101240219,78,4,47,3,0,5,-1,42,0,0,0
20240101240219,85,4,48,3,0,6,-1,60,0,0,0
20240101240500,62,4,28,3,1,2,2,0,0,0,0
20240101240724,70,1,44,-1,0,2,-1,0,0,0,-1
20240101240750,75,1,33,-1,0,3,-1,0,0,0,-1
20240101240839,85,4,43,3,0,2,-1,60,0,0,0
20240101240876,85,2,33,-1,0,3,-1,60,0,0,-1
20240101241041,80,4,33,2,0,3,-1,60,0,0,0
20240101241041,80,4,34,2,0,4,-1,60,0,0,0
20240101241083,85,4,42,10,0,3,-1,60,0,0,0
20240101241083,80,4,49,7,0,4,-1,60,0,0,0
20240101241083,85,4,39,12,0,5,-1,60,0,0,0
20240101241083,85,4,33,8,0,6,-1,60,0,0,0
20240101241186,80,4,20,3,1,2,2,0,0,0,0
20240101241187,85,4,30,7,1,2,2,0,0,0,0
20240101241216,85,2,33,-1,0,3,-1,60,0,0,-1
20240101241240,80,1,49,-1,0,2,-1,0,0,0,-1
20240101241240,80,1,43,-1,0,3,-1,0,0,0,-1
20240101241240,80,1,43,-1,0,4,-1,0,0,0,-1
20240101241291,85,4,24,20,1,2,2,0,0,0,0
20240101241333,85,4,33,2,0,4,-1,60,0,0,0
20240101241390,79,4,49,2,0,3,-1,0,0,0,0
20240101241390,80,4,43,5,0,4,-1,0,0,0,0
20240101241486,85,2,42,-1,0,3,-1,60,0,0,-1
20240101241623,70,1,43,-1,0,3,-1,0,0,0,-1
20240101241703,80,3,43,-1,0,3,-1,60,0,0,-1
20240101241703,80,3,43,-1,0,4,-1,60,0,0,-1
20240101241895,73,4,33,1,0,4,-1,0,0,0,0
20240101241895,72,4,39,1,0,5,-1,0,0,0,0
20240101241895,73,2,40,-1,0,6,-1,0,0,0,-1
20240101241916,63,1,20,-1,1,2,2,0,0,0,-1
20240101242001,76,4,33,2,0,2,-1,0,0,0,0
20240101242020,75,3,35,-1,0,2,-1,0,0,0,-1
20240101242207,85,4,41,1,0,3,-1,60,0,0,0
20240101242207,85,4,33,1,0,4,-1,60,0,0,0
20240101242207,80,2,41,-1,0,5,-1,60,0,0,-1
20240101242275,70,4,21,2,1,2,2,0,0,0,0
20240101242285,80,4,39,5,0,3,-1,0,0,0,0
20240101242285,80,4,40,8,0,4,-1,60,0,0,0
20240101242291,85,2,44,-1,0,2,-1,0,0,0,-1
20240101242291,80,2,44,-1,0,3,-1,60,0,0,-1
20240101242334,85,4,56,4,0,3,-1,60,0,0,0
20240110230840,74,4,33,5,0,4,-1,0,0,0,0
20240111230012,80,4,33,2,0,2,-1,60,0,0,0
20240111230012,85,4,34,2,0,3,-1,60,0,0,0
20240111230092,85,4,33,5,0,4,-1,60,0,0,0
20240111230132,70,4,47,3,0,4,-1,0,0,0,0
20240111230132,75,4,48,5,0,5,-1,0,0,0,0
20240111230132,85,4,49,5,0,6,-1,60,0,0,0
20240111230646,71,3,44,-1,0,3,-1,42,0,0,-1
20240111230681,67,4,34,2,0,4,-1,0,0,0,0
20240111230696,75,4,24,5,1,2,2,0,0,0,0
20240111230862,59,2,35,-1,0,5,-1,0,0,0,-1
20240111230868,85,4,33,3,0,4,-1,60,0,0,0
20240111230878,72,4,24,3,1,2,2,0,0,0,0
20240111230878,70,4,24,3,1,3,3,0,0,0,0
20240111231008,85,4,34,2,0,3,-1,60,0,0,0
20240111231040,64,2,38,-1,0,2,-1,0,0,0,-1
20240111231071,85,4,33,4,0,3,-1,60,0,0,0
20240111231245,85,4,34,3,0,3,-1,60,0,0,0
20240111231266,78,1,47,-1,0,3,-1,0,0,0,-1
20240111231285,85,4,33,17,0,3,-1,60,0,0,0
20240111231285,85,4,39,5,0,4,-1,60,0,0,0
20240111231380,85,4,40,5,0,3,-1,60,0,0,0
20240111231585,85,4,33,2,0,3,-1,60,0,0,0
20240111231672,85,4,33,10,0,2,-1,60,0,0,0
20240111231672,68,4,38,7,0,3,-1,0,0,0,0
20240111231891,69,4,33,3,0,2,-1,0,0,0,0
20240111231891,73,4,34,5,0,3,-1,0,0,0,0
20240111232042,85,3,34,-1,0,4,-1,60,0,0,-1
20240111232090,75,2,33,-1,0,3,-1,0,0,0,-1
20240111232090,77,2,40,-1,0,4,-1,0,0,0,-1
20240111232238,69,3,44,-1,0,3,-1,0,0,0,-1
20240111232277,85,4,33,3,0,4,-1,60,0,0,0
20240111232295,85,4,30,7,1,2,2,0,0,0,0
20240111232312,78,3,42,-1,0,3,-1,0,0,0,-1
20240111232312,80,4,24,3,1,2,2,0,0,0,0
20240111232313,62,4,43,6,0,5,-1,0,0,0,0
20240111232313,59,4,33,2,0,6,-1,0,0,0,0
20240112230068,80,2,41,-1,0,2,-1,0,0,0,-1
20240112230068,61,2,38,-1,0,3,-1,0,42,0,-1
20240112230116,53,2,47,-1,0,2,-1,0,0,0,-1
20240112230116,67,2,48,-1,0,3,-1,0,0,0,-1
20240112230190,68,1,48,-1,0,3,-1,0,0,0,-1
20240112230195,77,3,48,-1,0,2,-1,0,0,0,-1
20240112230251,85,3,48,-1,0,4,-1,60,0,0,-1
20240112230252,72,4,26,2,1,3,3,0,0,0,0
20240112230507,80,4,43,6,0,5,-1,0,0,0,0
20240112230548,72,2,20,-1,1,2,2,0,0,0,-1
20240112230581,75,4,43,5,0,3,-1,0,0,0,0
20240112230603,85,4,33,4,0,3,-1,0,0,0,0
20240112230622,80,4,43,20,0,3,-1,60,0,0,0
20240112230637,74,1,33,-1,0,3,-1,0,0,0,-1
20240112230650,76,2,33,-1,0,2,-1,0,0,0,-1
20240112230650,70,1,34,-1,0,3,-1,0,0,0,-1
20240112230675,80,4,34,2,0,4,-1,60,0,0,0
20240112230695,85,1,43,-1,0,2,-1,60,0,0,-1
20240112230726,75,4,49,4,0,3,-1,0,0,0,0
20240112230758,78,4,33,3,0,5,-1,0,0,0,0
20240112230762,80,4,39,2,0,4,-1,0,0,0,0
20240112230762,80,4,40,2,0,5,-1,0,0,0,0
20240112230762,85,4,33,10,0,6,-1,60,0,0,0
20240112230762,85,4,56,10,0,7,-1,60,0,0,0
20240112230774,70,4,33,2,0,3,-1,0,0,0,0
20240112230774,69,4,34,2,0,4,-1,0,0,0,0
20240112230826,61,2,43,-1,0,2,-1,0,0,0,-1
20240112230826,55,4,43,2,0,3,-1,0,0,0,0
20240112230843,71,4,20,2,1,2,2,0,0,0,0
20240112230859,80,1,20,-1,1,2,2,0,0,0,-1
20240112230863,80,4,33,5,0,3,-1,60,0,0,0
20240112230864,78,4,33,2,0,3,-1,0,0,0,0
20240112230864,77,4,34,2,0,4,-1,0,0,0,0
20240112230892,74,4,48,5,0,3,-1,0,0,0,0
20240112230947,85,4,39,8,0,3,-1,60,0,0,0
20240112230968,77,4,56,2,0,5,-1,0,0,0,0
20240112230994,65,4,33,2,0,2,-1,0,0,0,0
20240112231020,85,4,33,5,0,5,-1,0,0,0,0
20240112231033,85,4,44,2,0,3,-1,0,0,0,0
20240112231093,76,4,33,10,0,3,-1,0,0,0,0
20240112231093,75,4,49,2,0,4,-1,0,0,0,0
20240112231115,62,4,33,10,0,4,-1,0,0,0,0
20240112231118,80,1,38,-1,0,3,-1,60,0,0,-1
20240112231143,65,4,44,2,0,3,-1,0,0,0,0
20240112231143,65,4,44,2,0,4,-1,0,0,0,0
20240112231291,70,4,43,5,0,3,-1,0,0,0,0
20240112231291,73,4,43,5,0,4,-1,0,0,0,0
20240112231323,85,4,33,5,0,3,-1,60,0,0,0
20240112231330,72,4,33,7,0,6,-1,0,0,0,0
20240112231349,73,4,34,3,0,2,-1,0,0,0,0
20240112231375,85,4,20,5,1,2,2,0,0,0,0
20240112231404,85,4,34,2,0,2,-1,60,0,0,0
20240112231404,85,1,43,-1,0,3,-1,60,0,0,-1
20240112231404,85,1,43,-1,0,4,-1,60,0,0,-1
20240112231404,85,1,43,-1,0,5,-1,61,0,0,-1
20240112231438,65,2,56,-1,0,2,-1,0,0,0,-1
20240112231461,63,1,33,-1,0,2,-1,0,0,0,-1
20240112231529,76,3,34,-1,0,5,-1,0,0,0,-1
20240112231529,79,1,39,-1,0,6,-1,0,0,0,-1
20240112231532,76,1,56,-1,0,2,-1,0,0,0,-1
20240112231553,80,4,34,5,0,3,-1,60,0,0,0
20240112231553,80,4,39,2,0,4,-1,60,0,0,0
20240112231553,80,4,40,2,0,5,-1,60,0,0,0
20240112231571,69,4,43,3,0,4,-1,0,0,0,0
20240112231571,76,4,43,4,0,5,-1,0,0,0,0
20240112231586,78,4,39,1,0,4,-1,0,0,0,0
20240112231598,85,4,33,7,0,2,-1,60,0,0,0
20240112231628,85,2,34,-1,0,3,-1,60,0,0,-1
20240112231655,80,4,28,15,1,2,2,0,0,0,0
20240112231658,64,4,33,5,0,5,-1,0,0,0,0
20240112231658,72,4,34,5,0,6,-1,0,0,0,0
20240112231689,85,4,33,50,0,2,-1,60,0,0,0
20240112231695,60,1,33,-1,0,9,-1,0,0,0,-1
20240112231696,85,4,33,12,0,3,-1,60,0,0,0
20240112231736,77,4,20,7,1,2,2,0,0,0,0
20240112231737,80,3,33,-1,0,6,-1,60,0,0,-1
20240112231737,85,3,34,-1,0,7,-1,0,0,0,-1
20240112231737,78,4,44,10,0,8,-1,0,0,0,0
20240112231737,78,1,49,-1,0,9,-1,0,0,0,-1
20240112231737,78,1,49,-1,0,10,-1,0,0,0,-1
20240112231746,75,4,40,5,0,5,-1,0,0,0,0
20240112231751,80,4,39,7,0,3,-1,60,0,0,0
20240112231778,85,4,39,5,0,3,-1,60,0,0,0
20240112231781,85,4,33,2,0,3,-1,60,0,0,0
20240112231814,80,1,44,-1,0,2,-1,61,0,0,-1
20240112231820,64,4,56,30,0,2,-1,0,0,0,0
20240112231837,62,4,30,15,1,2,2,0,0,0,0
20240112231870,80,4,33,5,0,2,-1,60,0,0,0
20240112231921,85,2,43,-1,0,2,-1,60,0,0,-1
20240112231921,85,1,43,-1,0,3,-1,0,0,0,-1
20240112231931,85,3,44,-1,0,3,-1,60,0,0,-1
20240112231931,71,3,39,-1,0,4,-1,0,0,0,-1
20240112231983,79,1,43,-1,0,2,-1,0,0,0,-1
20240112232024,80,4,20,6,1,2,2,0,0,0,0
20240112232039,79,4,44,10,0,3,-1,0,0,0,0
20240112232051,85,4,39,3,0,3,-1,60,0,0,0
20240112232051,85,4,40,3,0,4,-1,60,0,0,0
20240112232089,80,3,39,-1,0,3,-1,60,0,0,-1
20240112232089,85,3,40,-1,0,4,-1,60,0,0,-1
20240112232093,80,4,20,40,1,2,2,0,0,0,0
20240112232116,74,4,20,9,1,2,2,0,0,0,0
20240112232154,69,4,49,19,0,3,-1,0,0,0,0
20240112232154,66,4,49,5,0,4,-1,0,0,0,0
20240112232169,85,4,24,3,1,3,3,0,0,0,0
20240112232171,85,1,39,-1,0,3,-1,60,0,0,-1
20240112232181,85,4,24,10,1,2,2,0,0,0,0
20240112232182,85,4,33,10,0,3,-1,60,0,0,0
20240112232184,73,2,33,-1,0,3,-1,0,0,0,-1
20240112232184,74,2,34,-1,0,4,-1,0,0,0,-1
20240112232205,77,2,33,-1,0,5,-1,0,0,0,-1
20240112232243,85,4,34,3,0,3,-1,60,0,0,0
20240112232264,71,4,42,4,0,2,-1,0,0,0,0
20240112232264,85,4,47,15,0,3,-1,60,0,0,0
20240112232290,76,4,20,2,1,2,2,0,0,0,0
20240112232307,74,4,40,5,0,3,-1,0,0,0,0
20240112232347,80,4,44,2,0,3,-1,60,0,0,0
20240201240003,85,4,33,12,0,2,-1,60,0,0,0
20240201240116,80,4,47,3,0,6,-1,60,0,0,0
20240201240116,85,4,48,3,0,7,-1,60,0,0,0
20240201240516,77,4,34,3,0,3,-1,0,0,0,0
20240201240524,66,3,20,-1,1,2,2,0,0,0,-1
20240201240538,85,4,33,2,0,3,-1,60,0,0,0
20240201240548,65,4,33,15,0,5,-1,0,0,0,0
20240201240548,80,4,34,10,0,6,-1,60,0,0,0
20240201240548,85,3,44,-1,0,7,-1,61,0,0,-1
20240201240574,85,4,48,2,0,2,-1,60,0,0,0
20240201240591,80,4,47,3,0,3,-1,60,0,0,0
20240201240592,85,4,20,10,1,2,2,0,0,0,0
20240201240597,85,4,43,4,0,3,-1,60,0,0,0
20240201240603,60,4,44,5,0,3,-1,0,0,0,0
20240201240603,68,4,44,5,0,4,-1,0,0,0,0
20240201240603,50,4,56,5,0,5,-1,0,0,0,0
20240201240603,50,4,56,5,0,6,-1,0,0,0,0
20240201240603,60,4,56,5,0,7,-1,0,0,0,0
20240201240614,80,4,39,20,0,5,-1,60,0,0,0
20240201240649,85,4,39,5,0,3,-1,60,0,0,0
20240201240662,75,2,37,-1,0,2,-1,0,0,0,-1
20240201240662,85,4,56,2,0,3,-1,60,0,0,0
20240201240683,85,3,34,-1,0,5,-1,60,0,0,-1
20240201240705,85,4,26,15,1,5,5,0,0,0,0
20240201240783,85,4,39,5,0,3,-1,60,0,0,0
20240201240901,80,3,40,-1,0,3,-1,60,0,0,-1
20240201240909,85,4,24,13,1,2,2,60,0,0,0
20240201240942,85,3,39,-1,0,3,-1,60,0,0,-1
20240201240980,85,2,33,-1,0,3,-1,60,0,0,-1
20240201240980,85,4,40,2,0,4,-1,60,0,0,0
20240201240998,85,1,34,-1,0,3,-1,60,0,0,-1
20240201241044,85,4,40,2,0,3,-1,60,0,0,0
20240201241052,78,1,20,-1,1,2,2,0,0,0,-1
20240201241065,74,4,34,11,0,3,-1,0,0,0,0
20240201241084,78,4,41,3,0,5,-1,0,0,0,0
20240201241106,85,4,41,2,0,3,-1,60,0,0,0
20240201241144,80,3,34,-1,0,5,-1,60,43,0,-1
20240201241144,85,4,47,2,0,6,-1,61,43,43,42
20240201241154,85,4,33,4,0,2,-1,60,0,0,0
20240201241174,85,4,24,10,1,3,3,0,0,0,0
20240201241201,85,3,47,-1,0,4,-1,60,0,0,-1
20240201241201,80,4,47,2,0,5,-1,0,0,0,42
20240201241202,80,2,40,-1,0,5,-1,0,0,0,-1
20240201241247,72,1,43,-1,0,3,-1,0,0,0,-1
20240201241315,85,3,33,-1,0,3,-1,60,0,0,-1
20240201241361,85,1,39,-1,0,3,-1,60,0,0,-1
20240201241394,85,4,33,7,0,3,-1,60,0,0,0
20240201241404,80,4,34,4,0,5,-1,0,0,0,0
20240201241411,85,4,37,7,0,3,-1,60,0,0,0
20240201241440,80,4,24,30,1,2,2,60,0,0,0
20240201241441,85,4,39,5,0,3,-1,60,0,0,0
20240201241443,64,4,33,3,0,3,-1,0,0,0,0
20240201241443,85,4,47,6,0,4,-1,60,0,0,0
20240201241492,85,4,24,2,1,2,2,0,0,0,0
20240201241549,85,4,43,4,0,2,-1,60,0,0,0
20240201241576,85,3,41,-1,0,6,-1,60,0,0,-1
20240201241604,85,4,39,8,0,3,-1,60,0,0,0
20240201241613,85,1,33,-1,0,3,-1,60,0,0,-1
20240201241659,28,4,49,15,0,6,-1,0,0,0,0
20240201241680,85,4,33,3,0,3,-1,60,0,0,0
20240201241716,85,4,24,3,1,2,2,0,0,0,0
20240201241716,85,4,24,3,1,3,3,0,0,0,0
20240201241720,85,4,43,5,0,2,-1,60,0,0,0
20240201241753,80,2,33,-1,0,3,-1,60,0,0,-1
20240201241753,80,2,34,-1,0,4,-1,60,0,0,-1
20240201241782,85,1,33,-1,0,3,-1,60,0,0,-1
20240201241870,80,4,33,3,0,4,-1,60,0,0,0
20240201241902,80,4,24,2,1,3,3,60,0,0,0
20240201241962,80,4,40,2,0,5,-1,60,0,0,0
20240201241962,75,4,33,1,0,6,-1,0,0,0,0
20240201241974,77,4,39,13,0,6,-1,0,0,0,0
20240201242043,80,4,33,17,0,3,-1,0,0,0,0
20240201242046,80,4,33,5,0,2,-1,60,0,0,0
20240201242049,72,4,33,20,0,3,-1,0,0,0,0
20240201242059,72,1,38,-1,0,2,-1,0,0,0,-1
20240201242068,85,4,40,5,0,3,-1,60,0,0,0
20240201242100,80,4,44,5,0,3,-1,61,0,0,0
20240201242105,64,1,38,-1,0,3,-1,0,0,0,-1
20240201242142,85,4,38,1,0,2,-1,60,0,0,0
20240201242157,75,3,20,-1,1,2,2,0,0,0,-1
20240201242201,68,4,24,5,1,2,2,0,0,0,0
20240201242255,85,4,44,3,0,4,-1,60,0,0,0
20240201242259,85,4,33,3,0,3,-1,60,0,0,0
20240201242282,85,4,33,3,0,3,-1,60,0,0,0
20240201242282,85,4,34,3,0,4,-1,60,0,0,0
20240201242305,70,4,20,5,1,2,2,0,0,0,0
20240201242325,85,3,33,-1,0,3,-1,60,0,0,-1
20240201242330,68,4,39,10,0,5,-1,0,0,0,0
20240201242330,75,4,40,10,0,6,-1,0,0,0,0
20240201242345,85,2,33,-1,0,3,-1,60,0,0,-1
20240201242348,70,4,33,3,0,5,-1,0,0,0,0
20240201242358,85,3,47,-1,0,4,-1,0,0,0,-1
20240201242358,85,3,48,-1,0,5,-1,60,0,0,-1
20240201242390,70,1,33,-1,0,4,-1,0,0,0,-1
20240201242391,85,4,43,1,0,2,-1,60,0,0,0
20240201242391,72,1,38,-1,0,3,-1,0,0,0,-1
20240202240566,80,4,33,6,0,5,-1,60,0,0,0
20240202240566,78,4,39,2,0,6,-1,0,0,0,0
20240202240734,80,4,34,2,0,7,-1,0,42,0,42
20240202240734,70,1,33,-1,0,8,-1,0,42,0,-1
20240202240955,69,4,33,2,0,3,-1,0,0,0,0
20240202240975,74,3,43,-1,0,2,-1,0,0,0,-1
20240202241045,67,1,34,-1,0,4,-1,0,0,0,-1
20240202241045,69,1,42,-1,0,5,-1,0,0,0,-1
20240202241045,66,4,41,2,0,6,-1,0,0,0,0
20240202241378,77,4,20,30,1,2,2,0,0,0,0
20240202241843,74,4,24,10,1,6,6,0,0,0,0
20240202241862,57,4,38,3,0,3,-1,0,0,0,0
20240202241918,73,4,20,3,1,2,2,0,0,0,0
20240211230213,73,4,47,4,0,4,-1,0,0,0,0
20240211230620,63,4,20,15,1,2,2,0,0,0,0
20240211230782,79,4,26,12,1,2,2,0,0,0,0
20240212230510,80,4,39,3,0,3,-1,0,0,0,0
20240212230523,85,1,47,-1,0,2,-1,0,0,0,-1
20240212230523,80,1,48,-1,0,3,-1,60,0,0,-1
20240212230623,68,3,20,-1,1,2,2,0,0,0,-1
20240212230699,67,2,34,-1,0,6,-1,0,0,0,-1
20240212230805,80,4,33,5,0,2,-1,60,0,0,0
20240212230822,80,4,43,3,0,4,-1,60,0,0,0
20240212230822,64,1,43,-1,0,5,-1,0,0,0,-1
20240212230869,63,1,33,-1,0,5,-1,0,0,0,-1
20240212231243,71,4,20,3,1,2,2,0,0,0,0
20240212231437,74,4,33,3,0,2,-1,0,0,0,0
20240212231663,75,4,34,2,0,3,-1,0,0,0,0
20240212231860,55,1,43,-1,0,3,-1,0,0,0,-1
20240212231877,85,4,42,2,0,2,-1,60,0,0,0
20240212231877,85,4,41,2,0,3,-1,60,0,0,0
20240212231949,85,4,47,3,0,6,-1,60,0,0,0
20240212232025,80,3,33,-1,0,3,-1,60,0,0,-1
20240212232040,68,1,40,-1,0,4,-1,0,0,0,-1
20240212232104,85,4,33,3,0,2,-1,60,0,0,0
20240212232106,69,4,44,5,0,5,-1,0,0,0,0
20240212232106,80,4,44,2,0,6,-1,0,0,0,0
20240212232195,60,3,24,-1,1,2,2,0,0,0,-1
20240212232220,62,4,24,5,1,2,2,0,0,0,0
20240212232239,80,1,42,-1,0,2,-1,0,0,0,-1
20240301240617,64,3,34,-1,0,2,-1,0,0,0,-1
20240301240753,85,4,41,2,0,2,-1,60,0,0,0
20240301240798,85,1,33,-1,0,2,-1,61,43,0,-1
20240301240857,78,3,33,-1,0,3,-1,0,0,0,-1
20240301240857,80,4,34,5,0,4,-1,0,0,0,0
20240301241000,76,4,33,30,0,5,-1,0,0,0,0
20240301241000,64,4,39,12,0,6,-1,0,0,0,0
20240301241000,76,4,40,12,0,7,-1,0,0,0,0
20240301241066,56,4,33,4,0,4,-1,0,0,0,0
20240301241070,85,4,33,7,0,3,-1,60,0,0,0
20240301241086,85,3,38,-1,0,3,-1,60,0,0,-1
20240301241517,73,1,34,-1,0,4,-1,0,0,0,-1
20240301241517,68,1,33,-1,0,5,-1,0,0,0,-1
20240301241681,49,1,42,-1,0,4,-1,0,0,0,-1
20240301241723,85,4,33,6,0,2,-1,60,0,0,0
20240301241727,79,4,33,2,0,3,-1,0,0,0,0
20240301241727,79,4,34,2,0,4,-1,0,0,0,0
20240301241729,85,2,47,-1,0,3,-1,60,0,0,-1
20240301241729,85,2,48,-1,0,4,-1,60,0,0,-1
20240301242048,80,4,33,4,0,4,-1,60,0,0,0
20240301242048,80,4,34,2,0,5,-1,60,0,0,0
20240301242048,78,4,39,2,0,6,-1,0,0,0,0
20240301242048,79,4,40,3,0,7,-1,0,0,0,0
20240301242200,85,4,34,4,0,3,-1,60,0,0,0
20240301242388,53,4,43,15,0,3,-1,0,0,0,0
20240301242388,75,1,43,-1,0,4,-1,0,0,0,-1
20240301242388,75,1,43,-1,0,5,-1,0,0,0,-1
20240301242388,79,3,43,-1,0,6,-1,0,0,0,-1
20240302240007,85,4,33,6,0,3,-1,60,0,0,0
20240302240047,78,1,39,-1,0,5,-1,0,0,0,-1
20240302240134,52,4,24,8,1,2,2,0,0,0,0
20240302240260,80,1,48,-1,0,5,-1,60,0,0,-1
20240302240260,85,4,44,2,0,6,-1,60,0,0,0
20240302240507,80,1,44,-1,0,2,-1,0,0,0,-1
20240302240508,85,2,49,-1,0,3,-1,60,0,0,-1
20240302240513,75,3,33,-1,0,5,-1,0,0,0,-1
20240302240513,74,3,34,-1,0,6,-1,0,0,0,-1
20240302240519,80,4,21,2,1,2,2,0,0,0,0
20240302240520,80,4,20,2,1,2,2,0,0,0,0
20240302240525,85,4,34,4,0,4,-1,60,0,0,0
20240302240547,56,4,49,5,0,4,-1,0,0,0,0
20240302240547,56,4,49,5,0,5,-1,0,0,0,0
20240302240553,80,1,20,-1,1,2,2,0,0,0,-1
20240302240596,70,4,38,7,0,3,-1,0,0,0,0
20240302240640,75,2,43,-1,0,3,-1,0,0,0,-1
20240302240640,80,2,43,-1,0,4,-1,0,0,0,-1
20240302240640,85,4,43,2,0,5,-1,60,0,0,0
20240302240640,85,3,43,-1,0,6,-1,60,0,0,-1
20240302240650,85,4,20,7,1,2,2,0,0,0,0
20240302240684,85,4,40,2,0,3,-1,60,0,0,0
20240302240712,76,4,44,8,0,2,-1,0,0,0,41
20240302240721,70,2,38,-1,0,3,-1,0,0,0,-1
20240302240774,80,4,33,4,0,3,-1,0,0,0,0
20240302240774,80,4,34,4,0,4,-1,0,0,0,0
20240302240791,68,4,44,3,0,2,-1,0,0,0,0
20240302240798,80,4,44,2,0,3,-1,60,0,0,0
20240302240808,74,2,39,-1,0,3,-1,0,0,0,-1
20240302240858,85,4,39,2,0,3,-1,60,0,0,0
20240302240866,73,4,24,8,1,2,2,0,0,0,0
20240302240893,85,4,47,8,0,5,-1,61,0,0,0
20240302241017,73,1,43,-1,0,2,-1,0,0,0,-1
20240302241029,85,4,47,5,0,5,-1,60,0,0,0
20240302241029,85,4,48,5,0,6,-1,60,0,0,0
20240302241067,85,4,33,4,0,3,-1,60,0,0,0
20240302241067,65,4,38,10,0,4,-1,0,0,0,0
20240302241067,78,1,43,-1,0,5,-1,0,0,0,-1
20240302241109,72,3,43,-1,0,5,-1,0,0,0,-1
20240302241112,68,1,33,-1,0,4,-1,0,0,0,-1
20240302241112,66,1,34,-1,0,5,-1,0,0,0,-1
20240302241129,76,4,44,2,0,2,-1,0,0,0,0
20240302241129,78,4,44,2,0,3,-1,0,0,0,0
20240302241129,85,4,44,2,0,4,-1,0,0,0,0
20240302241135,80,2,43,-1,0,2,-1,60,0,0,-1
20240302241135,70,1,43,-1,0,3,-1,0,0,0,-1
20240302241137,85,4,39,4,0,4,-1,60,0,0,0
20240302241139,74,3,33,-1,0,5,-1,43,0,0,-1
20240302241167,85,4,33,10,0,3,-1,0,0,0,0
20240302241170,77,1,20,-1,1,2,2,0,0,0,-1
20240302241189,75,3,44,-1,0,2,-1,0,0,0,-1
20240302241189,70,4,43,3,0,3,-1,0,0,0,0
20240302241200,85,4,33,7,0,2,-1,60,0,0,0
20240302241252,55,3,33,-1,0,4,-1,0,0,0,-1
20240302241256,80,4,24,2,1,2,2,60,0,0,0
20240302241281,77,1,20,-1,1,2,2,0,0,0,-1
20240302241295,80,4,49,3,0,3,-1,60,0,0,0
20240302241314,85,4,47,12,0,2,-1,60,0,0,0
20240302241338,85,4,39,5,0,3,-1,60,0,0,0
20240302241356,72,4,33,3,0,2,-1,0,0,0,0
20240302241367,76,4,33,13,0,3,-1,0,0,0,0
20240302241409,85,4,47,3,0,3,-1,60,0,0,0
20240302241420,85,4,33,5,0,3,-1,60,0,0,0
20240302241436,76,4,44,2,0,3,-1,0,0,0,0
20240302241473,69,4,56,2,0,3,-1,0,0,0,0
20240302241473,65,4,56,5,0,4,-1,0,0,0,0
20240302241496,80,4,33,5,0,2,-1,60,0,0,0
20240302241500,75,4,43,2,0,3,-1,0,0,0,0
20240302241500,77,4,43,2,0,4,-1,0,0,0,0
20240302241533,85,2,33,-1,0,4,-1,60,0,0,-1
20240302241548,80,1,40,-1,0,3,-1,60,0,0,-1
20240302241548,80,1,39,-1,0,4,-1,0,0,0,-1
20240302241565,80,4,56,2,0,2,-1,60,0,0,0
20240302241565,69,4,56,2,0,3,-1,0,0,0,0
20240302241565,80,4,56,2,0,4,-1,60,0,0,0
20240302241565,80,4,56,2,0,5,-1,0,0,0,0
20240302241600,80,1,33,-1,0,3,-1,60,0,0,-1
20240302241600,76,4,39,6,0,4,-1,0,42,0,42
20240302241611,85,4,33,4,0,4,-1,60,0,0,0
20240302241629,80,4,34,2,0,3,-1,60,0,0,0
20240302241694,85,3,33,-1,0,2,-1,60,0,0,-1
20240302241756,80,2,33,-1,0,4,-1,60,0,0,-1
20240302241806,72,2,33,-1,0,2,-1,0,0,0,-1
20240302241823,85,3,20,-1,1,2,2,60,0,0,-1
20240302241852,85,4,33,3,0,3,-1,60,0,0,0
20240302241852,85,4,34,3,0,4,-1,60,0,0,0
20240302241876,85,1,33,-1,0,3,-1,60,0,0,-1
20240302241876,85,1,34,-1,0,4,-1,60,0,0,-1
20240302241881,85,4,33,4,0,3,-1,60,0,0,0
20240302241881,85,3,39,-1,0,4,-1,60,0,0,-1
20240302241881,85,3,40,-1,0,5,-1,60,0,0,-1
20240302241891,85,4,33,3,0,3,-1,60,0,0,0
20240302241905,80,4,39,15,0,4,-1,60,0,0,0
20240302241905,80,4,40,15,0,5,-1,60,0,0,0
20240302241949,60,4,21,3,1,2,2,0,0,0,0
20240302241950,79,4,34,12,0,4,-1,0,0,0,42
20240302241965,80,1,43,-1,0,3,-1,60,0,0,-1
20240302241983,71,4,33,10,0,3,-1,0,0,0,0
20240302241983,74,4,34,10,0,4,-1,0,0,0,0
20240302241984,78,4,20,20,1,2,2,0,0,0,0
20240302242025,75,1,33,-1,0,3,-1,0,0,0,-1
20240302242029,85,4,39,2,0,3,-1,60,0,0,0
20240302242029,85,4,40,2,0,4,-1,60,0,0,0
20240302242062,74,4,20,3,1,2,2,0,0,0,0
20240302242074,76,1,37,-1,0,3,-1,0,0,0,-1
20240302242074,78,4,43,3,0,4,-1,0,0,0,0
20240302242074,80,4,44,3,0,5,-1,60,0,0,0
20240302242076,85,4,33,1,0,3,-1,60,0,0,0
20240302242076,85,4,34,1,0,4,-1,60,0,0,0
20240302242078,71,4,20,18,1,3,3,0,0,0,0
20240302242110,85,4,33,3,0,3,-1,60,0,0,0
